id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
SFT2D1	5	0.92131	0.92163	1.0	16415	0	0.42958	0.0085937	0.032109	0.891609	637	3	0.42958
TBC1D10C	5	0.92142	0.92175	1.0	16416	0	0.040856	0.58333	0.72165	1.0	12666	2	0.040856
ANKRD11	5	0.92144	0.92177	1.0	16417	0	0.3001	0.044822	0.12809	1.0	2082	4	0.3001
IGSF9	5	0.92147	0.9218	1.0	16418	0	0.011773	0.96316	0.96336	1.0	17207	0	0.011773
TIMM22	5	0.92149	0.92182	1.0	16419	0	0.44456	0.050274	0.14127	1.0	2311	4	0.44456
MRPL10	5	0.9215	0.92182	1.0	16420	0	0.1006	0.52064	0.66635	1.0	11724	2	0.1006
EYA3	5	0.92151	0.92183	1.0	16421	0	-0.029145	0.34324	0.51726	1.0	9041	2	-0.029145
ZBTB44	5	0.9217	0.92201	1.0	16422	0	0.18207	0.18815	0.35846	1.0	6177	3	0.18207
CECR5	5	0.92173	0.92204	1.0	16423	0	0.15675	0.48112	0.63233	1.0	11103	2	0.15675
MEST	4	0.92178	0.92156	1.0	16424	0	0.21455	0.10299	0.22026	1.0	3928	3	0.21455
MMP15	5	0.92178	0.9221	1.0	16425	0	0.35104	0.0080833	0.03059	0.87266	620	4	0.35104
ARHGAP21	5	0.92178	0.9221	1.0	16426	0	0.04692	0.34099	0.51544	1.0	9007	2	0.04692
OOSP2	5	0.92182	0.92213	1.0	16427	0	0.041538	0.90555	0.90593	1.0	16183	0	0.041538
GALNS	5	0.92193	0.92225	1.0	16428	0	0.199	0.057423	0.15844	1.0	2614	4	0.199
GAS1	5	0.92195	0.92226	1.0	16429	0	0.19845	0.020703	0.06601	1.0	1157	3	0.19845
HIST1H4F	5	0.92195	0.92227	1.0	16430	0	0.28422	0.15045	0.3035	1.0	5241	3	0.28422
ZNF197	5	0.92199	0.92231	1.0	16431	0	0.048307	0.43281	0.59157	1.0	10354	2	0.048307
WNT16	5	0.92201	0.92233	1.0	16432	0	0.18194	0.18201	0.34961	1.0	6013	3	0.18194
TEX10	5	0.92205	0.92236	1.0	16433	0	0.23939	0.055817	0.15463	1.0	2553	4	0.23939
COPZ1	5	0.92208	0.92238	1.0	16434	0	0.44419	0.034579	0.10247	1.0	1706	4	0.44419
PDHA1	5	0.92212	0.92242	1.0	16435	0	0.12853	0.21438	0.39548	1.0	6824	2	0.12853
GLIPR1L1	5	0.92222	0.92252	1.0	16436	0	0.15624	0.024065	0.074987	1.0	1305	2	0.15624
TPBG	5	0.92233	0.92263	1.0	16437	0	0.17906	0.098542	0.22444	1.0	3797	3	0.17906
FAM131C	5	0.92239	0.92269	1.0	16438	0	-0.0066885	0.24948	0.44171	1.0	7625	2	-0.0066885
VAV2	5	0.92253	0.92284	1.0	16439	0	-0.050141	0.63625	0.74137	1.0	13084	1	-0.050141
SCGB1D2	3	0.9226	0.92269	1.0	16440	0	0.83415	0.0013845	0.0039489	0.410891	210	2	0.83415
RAB6C	4	0.92265	0.92248	1.0	16441	0	0.061842	0.06231	0.1453	1.0	2762	1	0.061842
TBC1D13	5	0.92267	0.92299	1.0	16442	0	0.046222	0.40189	0.5658	1.0	9890	2	0.046222
ZNF7	10	0.92274	0.95357	1.0	16443	1	0.33523	0.0067372	0.034751	0.903988	556	7	0.33523
SFTPB	5	0.92278	0.9231	1.0	16444	0	-0.054005	0.47347	0.62582	1.0	11003	2	-0.054005
NDUFA6	5	0.92281	0.92312	1.0	16445	0	0.04668	0.10911	0.24086	1.0	4117	2	0.04668
SLC4A7	5	0.92284	0.92315	1.0	16446	0	0.29827	0.12897	0.27114	1.0	4682	3	0.29827
COL5A2	5	0.92293	0.92324	1.0	16447	0	0.029042	0.25036	0.4424	1.0	7638	2	0.029042
TCL1B	5	0.92298	0.92328	1.0	16448	0	0.27564	0.077433	0.19093	1.0	3196	3	0.27564
WAC	5	0.92306	0.92336	1.0	16449	0	0.18747	0.064696	0.17049	1.0	2829	2	0.18747
RGS17	4	0.92317	0.923	1.0	16450	0	0.51266	0.027126	0.07558	1.0	1430	3	0.51266
TK1	5	0.92328	0.92357	1.0	16451	0	-0.057968	0.52814	0.67291	1.0	11846	1	-0.057968
KRTAP10-2	2	0.92332	0.92313	1.0	16452	0	0.22834	0.076681	0.13343	1.0	3177	2	0.22834
ZKSCAN7	5	0.92343	0.92371	1.0	16453	0	0.039949	0.30605	0.48705	1.0	8498	2	0.039949
BAG3	5	0.92361	0.92391	1.0	16454	0	0.023058	0.64563	0.74503	1.0	13138	1	0.023058
IPO11	5	0.92364	0.92395	1.0	16455	0	0.49206	0.070576	0.17994	1.0	2992	2	0.49206
CARF	5	0.92371	0.92404	1.0	16456	0	0.088917	0.011735	0.041148	0.939496	775	2	0.088917
RRAD	5	0.92381	0.92413	1.0	16457	0	0.14377	0.12274	0.26156	1.0	4512	2	0.14377
TOB2	5	0.92384	0.92416	1.0	16458	0	0.22945	0.13189	0.27557	1.0	4768	3	0.22945
FAM115C	5	0.92393	0.92423	1.0	16459	0	0.24601	0.14592	0.29674	1.0	5129	3	0.24601
SEMA7A	5	0.92402	0.92433	1.0	16460	0	0.19943	0.1113	0.24421	1.0	4190	3	0.19943
SCLY	5	0.92404	0.92434	1.0	16461	0	0.12895	0.38428	0.55112	1.0	9638	2	0.12895
DLX6	5	0.92422	0.92452	1.0	16462	0	0.20965	0.092516	0.21493	1.0	3622	3	0.20965
SPHK2	5	0.92422	0.92453	1.0	16463	0	0.055254	0.10814	0.23938	1.0	4083	2	0.055254
KLF14	5	0.92427	0.92457	1.0	16464	0	0.098213	0.18739	0.35735	1.0	6160	2	0.098213
TAS2R5	5	0.92429	0.92461	1.0	16465	0	0.16838	0.042108	0.12139	1.0	1973	2	0.16838
FAM219A	5	0.92432	0.92464	1.0	16466	0	0.2037	0.14394	0.29379	1.0	5087	3	0.2037
TMEM163	5	0.92434	0.92466	1.0	16467	0	0.068466	0.90796	0.90832	1.0	16228	0	0.068466
PPP1R14B	5	0.92436	0.92468	1.0	16468	0	0.20898	0.3806	0.54801	1.0	9592	2	0.20898
ZNF816-ZNF321P	3	0.92444	0.92453	1.0	16469	0	0.77187	0.024631	0.062765	1.0	1327	2	0.77187
C12orf76	5	0.92447	0.92479	1.0	16470	0	0.38439	0.10936	0.24123	1.0	4126	3	0.38439
ST3GAL4	5	0.92451	0.92482	1.0	16471	0	0.2388	0.049691	0.13985	1.0	2286	4	0.2388
NLRP12	5	0.92454	0.92486	1.0	16472	0	-0.020791	0.68467	0.76121	1.0	13430	1	-0.020791
CD59	5	0.92456	0.92487	1.0	16473	0	0.071192	0.021564	0.068368	1.0	1190	1	0.071192
NPY5R	4	0.92456	0.92433	1.0	16474	0	0.0056172	0.82221	0.82174	1.0	14876	1	0.0056172
KRTAP8-1	2	0.92459	0.92442	1.0	16475	0	0.30586	0.075414	0.13138	1.0	3144	2	0.30586
MIB2	5	0.9247	0.925	1.0	16476	0	0.1766	0.042811	0.12311	1.0	2005	4	0.1766
USP34	5	0.92476	0.92506	1.0	16477	0	0.12937	0.03788	0.11085	1.0	1815	2	0.12937
PUS7	4	0.92477	0.92453	1.0	16478	0	0.61114	0.061362	0.14346	1.0	2731	3	0.61114
DOCK11	5	0.92479	0.92509	1.0	16479	0	0.19962	0.099275	0.22559	1.0	3816	2	0.19962
PLA2G4B	2	0.92481	0.92465	1.0	16480	0	0.3088	0.075186	0.13098	1.0	3134	2	0.3088
HGS	5	0.92482	0.92513	1.0	16481	0	0.2184	0.2007	0.3763	1.0	6525	3	0.2184
MED12L	5	0.92503	0.92535	1.0	16482	0	0.047003	0.52582	0.67092	1.0	11814	1	0.047003
ZNF764	5	0.92517	0.92548	1.0	16483	0	0.042838	0.56387	0.70441	1.0	12397	2	0.042838
FAM83F	5	0.9252	0.92551	1.0	16484	0	0.13947	0.5427	0.68564	1.0	12090	2	0.13947
ZBED1	5	0.92527	0.92556	1.0	16485	0	0.037082	0.83001	0.84017	1.0	14970	1	0.037082
SPTBN4	5	0.92529	0.92559	1.0	16486	0	0.006656	0.23738	0.42757	1.0	7387	2	0.006656
MYH6	5	0.92533	0.92562	1.0	16487	0	0.11938	0.40445	0.56796	1.0	9930	2	0.11938
IRX3	5	0.92539	0.92569	1.0	16488	0	0.24553	0.057713	0.15908	1.0	2627	3	0.24553
TBX6	5	0.92547	0.92576	1.0	16489	0	0.30513	0.062038	0.16617	1.0	2751	3	0.30513
DEC1	3	0.92549	0.92559	1.0	16490	0	0.15684	0.27232	0.40252	1.0	7969	1	0.15684
MPPED2	5	0.92561	0.92591	1.0	16491	0	0.25098	0.13972	0.28744	1.0	4972	3	0.25098
GAB2	5	0.92565	0.92594	1.0	16492	0	0.52126	0.0068823	0.027152	0.836261	564	3	0.52126
MAGEA2B	1	0.92572	0.92621	1.0	16493	0	0.50935	0.074284	0.074274	1.0	3103	1	0.50935
SLC39A1	5	0.92578	0.92605	1.0	16494	0	0.024094	0.35748	0.52888	1.0	9249	2	0.024094
JRKL	5	0.92584	0.92612	1.0	16495	0	0.19873	0.15766	0.31431	1.0	5421	3	0.19873
PKD1	5	0.92585	0.92613	1.0	16496	0	0.13025	0.21572	0.39727	1.0	6851	3	0.13025
INSM2	5	0.92592	0.92619	1.0	16497	0	0.060974	0.074523	0.18628	1.0	3111	2	0.060974
EPB41L5	5	0.92593	0.92619	1.0	16498	0	0.054795	0.36249	0.53302	1.0	9324	2	0.054795
PPP1R26	5	0.92594	0.9262	1.0	16499	0	0.30511	0.0039432	0.016615	0.755431	381	4	0.30511
RARB	5	0.92596	0.92622	1.0	16500	0	0.26588	0.087056	0.2063	1.0	3472	3	0.26588
ICOS	5	0.92609	0.92635	1.0	16501	0	0.42259	0.13825	0.28519	1.0	4932	3	0.42259
PCDH15	5	0.92627	0.92654	1.0	16502	0	0.23825	0.15095	0.30428	1.0	5259	3	0.23825
SLC18A2	5	0.92628	0.92655	1.0	16503	0	0.030156	0.51509	0.6615	1.0	11644	2	0.030156
KIAA1644	5	0.92629	0.92656	1.0	16504	0	0.17678	0.16506	0.32507	1.0	5583	3	0.17678
GNB2	5	0.92636	0.92663	1.0	16505	0	0.20408	0.049425	0.13922	1.0	2271	4	0.20408
SUMO2	2	0.92637	0.92625	1.0	16506	0	0.6393	0.073632	0.12846	1.0	3082	2	0.6393
RGPD1	1	0.92643	0.92688	1.0	16507	0	0.51561	0.073574	0.073573	1.0	3080	1	0.51561
VARS	5	0.92649	0.92675	1.0	16508	0	0.33122	0.13388	0.27857	1.0	4828	2	0.33122
ABI1	5	0.9265	0.92676	1.0	16509	0	0.31401	0.062298	0.16659	1.0	2761	3	0.31401
SPTBN1	4	0.9265	0.92623	1.0	16510	0	0.1296	0.14849	0.2884	1.0	5186	2	0.1296
MAPK8IP3	5	0.92658	0.92683	1.0	16511	0	0.41725	0.021461	0.068077	1.0	1184	3	0.41725
RPL32	1	0.92667	0.92713	1.0	16512	0	1.377	0.073327	0.073306	1.0	3077	1	1.377
MORC4	5	0.92675	0.927	1.0	16513	0	0.23761	0.070016	0.17902	1.0	2976	3	0.23761
METTL9	5	0.92679	0.92705	1.0	16514	0	-0.019559	0.83223	0.84177	1.0	14994	1	-0.019559
SLC38A10	5	0.92691	0.92719	1.0	16515	0	0.07179	0.35626	0.52786	1.0	9225	2	0.07179
OS9	5	0.92709	0.92738	1.0	16516	0	0.038905	0.51387	0.66048	1.0	11627	1	0.038905
SAR1B	5	0.92711	0.92739	1.0	16517	0	0.053303	0.39434	0.5595	1.0	9785	1	0.053303
ZNF100	5	0.92713	0.92742	1.0	16518	0	0.20087	0.33215	0.50821	1.0	8886	2	0.20087
GDAP2	5	0.92716	0.92745	1.0	16519	0	0.34117	0.018675	0.060555	1.0	1072	4	0.34117
EPHX4	5	0.92721	0.9275	1.0	16520	0	0.039254	0.20218	0.37843	1.0	6558	2	0.039254
NBPF6	3	0.92723	0.92736	1.0	16521	0	0.28401	0.11882	0.20804	1.0	4404	2	0.28401
THG1L	5	0.92726	0.92754	1.0	16522	0	0.39367	0.077727	0.19139	1.0	3203	3	0.39367
FBXL22	5	0.92731	0.9276	1.0	16523	0	0.060596	0.73025	0.78205	1.0	13845	1	0.060596
ZSWIM3	5	0.92732	0.9276	1.0	16524	0	0.10071	0.36109	0.53185	1.0	9306	2	0.10071
GSTM3	5	0.92734	0.92762	1.0	16525	0	-0.04246	0.89606	0.89653	1.0	15997	0	-0.04246
ZFYVE16	5	0.92735	0.92763	1.0	16526	0	0.083847	0.90678	0.90715	1.0	16203	0	0.083847
SLC37A3	5	0.92738	0.92766	1.0	16527	0	0.40407	0.013362	0.045783	0.962785	849	4	0.40407
CTNNBIP1	4	0.92742	0.92713	1.0	16528	0	0.22744	0.045292	0.1123	1.0	2110	2	0.22744
STUB1	5	0.92769	0.92797	1.0	16529	0	0.10194	0.28342	0.46892	1.0	8132	2	0.10194
ZNF397	5	0.92784	0.9281	1.0	16530	0	0.3842	0.048126	0.13611	1.0	2218	3	0.3842
SYCP2	5	0.92787	0.92813	1.0	16531	0	0.37478	0.031453	0.0944	1.0	1591	4	0.37478
POLR2I	5	0.928	0.92826	1.0	16532	0	0.1795	0.80337	0.8225	1.0	14636	1	0.1795
COX6B2	5	0.92811	0.92837	1.0	16533	0	0.026983	0.17275	0.33627	1.0	5766	2	0.026983
NRM	5	0.92811	0.92837	1.0	16534	0	0.36158	0.014773	0.049716	0.974069	914	3	0.36158
GLRX2	5	0.92815	0.92841	1.0	16535	0	0.33508	0.22965	0.41673	1.0	7191	3	0.33508
GPBP1	4	0.92816	0.92788	1.0	16536	0	0.17573	0.1164	0.24398	1.0	4333	3	0.17573
HIST1H1A	5	0.9282	0.92845	1.0	16537	0	0.1558	0.51653	0.66274	1.0	11669	2	0.1558
ZBTB2	5	0.92825	0.9285	1.0	16538	0	-0.025842	0.64688	0.74551	1.0	13147	1	-0.025842
CD3D	4	0.92836	0.9281	1.0	16539	0	0.11874	0.84014	0.83943	1.0	15098	0	0.11874
NUDT9	5	0.92838	0.92866	1.0	16540	0	0.22345	0.14902	0.30131	1.0	5202	3	0.22345
CLIC6	5	0.92844	0.92873	1.0	16541	0	0.32384	0.046113	0.13124	1.0	2143	3	0.32384
EPS8L1	5	0.92848	0.92875	1.0	16542	0	0.0017527	0.87065	0.87215	1.0	15550	1	0.0017527
GMEB1	5	0.9285	0.92878	1.0	16543	0	0.20056	0.093255	0.21609	1.0	3642	2	0.20056
STRADB	5	0.92852	0.9288	1.0	16544	0	-0.031129	0.21923	0.40218	1.0	6935	2	-0.031129
DSC1	5	0.92855	0.92882	1.0	16545	0	0.10716	0.22059	0.40402	1.0	6965	3	0.10716
ANKRD30B	4	0.92869	0.92842	1.0	16546	0	0.29085	0.10678	0.22709	1.0	4041	3	0.29085
SPACA4	5	0.92869	0.92896	1.0	16547	0	0.48727	0.0028642	0.012329	0.702644	301	4	0.48727
MRC2	5	0.92871	0.92898	1.0	16548	0	0.15911	0.05218	0.14582	1.0	2389	3	0.15911
RABL2A	2	0.92875	0.92866	1.0	16549	0	0.50778	0.071245	0.12457	1.0	3016	2	0.50778
SEMA4D	5	0.92886	0.92913	1.0	16550	0	0.31411	0.11882	0.25576	1.0	4405	3	0.31411
MORN3	5	0.92891	0.92918	1.0	16551	0	0.20254	0.20394	0.38086	1.0	6601	2	0.20254
SLC25A35	5	0.92892	0.92919	1.0	16552	0	0.28933	0.089379	0.21002	1.0	3538	3	0.28933
LRRC71	5	0.92893	0.9292	1.0	16553	0	0.11282	0.12756	0.26902	1.0	4650	2	0.11282
SMIM22	5	0.92898	0.92925	1.0	16554	0	0.20336	0.10862	0.24009	1.0	4096	3	0.20336
ZNF280B	5	0.929	0.92927	1.0	16555	0	0.18909	0.11429	0.24888	1.0	4281	2	0.18909
LRRC8E	5	0.92904	0.92931	1.0	16556	0	0.41874	0.012126	0.04227	0.945225	788	4	0.41874
PPARGC1A	5	0.92913	0.92939	1.0	16557	0	0.18798	0.21241	0.39277	1.0	6788	3	0.18798
SPRYD3	5	0.92917	0.92943	1.0	16558	0	0.14669	0.27593	0.46291	1.0	8028	2	0.14669
FOXQ1	5	0.9292	0.92946	1.0	16559	0	0.063207	0.49379	0.64316	1.0	11307	2	0.063207
RAMP2	4	0.92922	0.92893	1.0	16560	0	0.067909	0.59497	0.6635	1.0	12760	1	0.067909
PDILT	5	0.92928	0.92954	1.0	16561	0	0.10612	0.63096	0.73928	1.0	13036	1	0.10612
DRD5	5	0.92935	0.92961	1.0	16562	0	0.053025	0.098706	0.22471	1.0	3802	2	0.053025
RNF215	5	0.92943	0.9297	1.0	16563	0	0.02755	0.25655	0.44734	1.0	7728	2	0.02755
XPR1	5	0.92947	0.92974	1.0	16564	0	0.24129	0.11981	0.25723	1.0	4440	3	0.24129
TMPO	5	0.92953	0.92979	1.0	16565	0	-0.011458	0.54798	0.69027	1.0	12171	1	-0.011458
PSMG2	5	0.92957	0.92984	1.0	16566	0	0.50306	0.0096814	0.035228	0.909819	683	3	0.50306
SH2D1A	5	0.9296	0.92986	1.0	16567	0	0.34179	0.030171	0.091067	1.0	1547	3	0.34179
OPA3	6	0.9297	0.92958	1.0	16568	0	0.12411	0.447	0.63437	1.0	10587	2	0.12411
GPR158	5	0.92974	0.93	1.0	16569	0	0.84823	4.7246e-05	0.00022468	0.048849	82	4	0.84823
ALPK2	5	0.92978	0.93004	1.0	16570	0	0.096607	0.43452	0.593	1.0	10393	2	0.096607
LRFN2	5	0.92988	0.93015	1.0	16571	0	0.1125	0.37546	0.54379	1.0	9513	2	0.1125
CENPB	5	0.92996	0.93023	1.0	16572	0	0.10306	0.44114	0.59851	1.0	10497	2	0.10306
PTCHD3	5	0.93001	0.93028	1.0	16573	0	0.08051	0.88427	0.88483	1.0	15790	1	0.08051
HBS1L	5	0.93002	0.93029	1.0	16574	0	0.46438	0.03462	0.10258	1.0	1707	4	0.46438
CPXM2	5	0.93009	0.93036	1.0	16575	0	0.18542	0.16366	0.32302	1.0	5555	3	0.18542
SLC25A6	5	0.93012	0.93039	1.0	16576	0	-0.01941	0.86748	0.86939	1.0	15499	1	-0.01941
CSF2RB	5	0.93015	0.93042	1.0	16577	0	0.15665	0.17789	0.34365	1.0	5908	3	0.15665
EGFL7	5	0.93018	0.93045	1.0	16578	0	-0.061184	0.7865	0.81228	1.0	14431	1	-0.061184
PLCD4	5	0.93022	0.93049	1.0	16579	0	0.097117	0.52586	0.67095	1.0	11816	2	0.097117
CYP1A2	5	0.93023	0.93049	1.0	16580	0	0.19192	0.042886	0.1233	1.0	2008	4	0.19192
SLC13A1	5	0.93024	0.9305	1.0	16581	0	0.35691	0.02289	0.071919	1.0	1248	4	0.35691
RPS6KA3	5	0.93027	0.93052	1.0	16582	0	0.082658	0.89439	0.89487	1.0	15966	0	0.082658
SNAPIN	5	0.93028	0.93053	1.0	16583	0	0.21759	0.18275	0.35061	1.0	6039	3	0.21759
SFPQ	5	0.93029	0.93054	1.0	16584	0	0.11395	0.29022	0.47431	1.0	8264	2	0.11395
MN1	5	0.9303	0.93055	1.0	16585	0	-0.0090132	0.77079	0.80322	1.0	14249	1	-0.0090132
MRPL28	5	0.93039	0.93063	1.0	16586	0	0.36343	0.068507	0.17659	1.0	2936	3	0.36343
NDE1	5	0.93042	0.93066	1.0	16587	0	0.30437	0.22391	0.40871	1.0	7055	2	0.30437
USP40	5	0.93047	0.93071	1.0	16588	0	0.43911	0.027817	0.084965	1.0	1454	3	0.43911
HIST1H2BF	1	0.93053	0.93089	1.0	16589	0	1.0893	0.069466	0.069487	1.0	2961	1	1.0893
AAAS	4	0.9306	0.93029	1.0	16590	0	0.20322	0.3095	0.45293	1.0	8556	2	0.20322
KRT2	5	0.93066	0.93091	1.0	16591	0	0.050464	0.91338	0.91371	1.0	16334	0	0.050464
FOXK2	5	0.93075	0.931	1.0	16592	0	0.44127	0.021992	0.069523	1.0	1210	3	0.44127
ATP2A3	5	0.9308	0.93105	1.0	16593	0	0.34968	0.0065488	0.026193	0.833621	544	4	0.34968
COQ10B	5	0.9309	0.93114	1.0	16594	0	0.037119	0.89073	0.89119	1.0	15902	0	0.037119
SP100	5	0.93096	0.9312	1.0	16595	0	0.45857	0.014266	0.048313	0.968362	892	4	0.45857
RUVBL2	5	0.93104	0.93128	1.0	16596	0	0.10363	0.85486	0.8588	1.0	15314	1	0.10363
A4GNT	5	0.93114	0.93139	1.0	16597	0	0.039713	0.20976	0.38906	1.0	6735	2	0.039713
IBTK	5	0.93121	0.93146	1.0	16598	0	0.019804	0.90113	0.90151	1.0	16092	0	0.019804
KIAA0247	5	0.93133	0.93157	1.0	16599	0	0.27283	0.046075	0.13115	1.0	2141	3	0.27283
HLA-DQA2	5	0.9314	0.93164	1.0	16600	0	0.29339	0.019013	0.061462	1.0	1088	3	0.29339
FAM222A	5	0.93142	0.93167	1.0	16601	0	0.19775	0.073994	0.18541	1.0	3094	3	0.19775
C9orf50	5	0.93145	0.9317	1.0	16602	0	0.22476	0.14666	0.29781	1.0	5146	3	0.22476
SPERT	5	0.93147	0.93172	1.0	16603	0	0.0039402	0.061009	0.16448	1.0	2720	1	0.0039402
CCDC180	5	0.93168	0.93194	1.0	16604	0	0.16044	0.057214	0.15797	1.0	2607	4	0.16044
CREG2	5	0.93171	0.93197	1.0	16605	0	0.080929	0.48547	0.6361	1.0	11171	2	0.080929
LTBR	5	0.93174	0.932	1.0	16606	0	0.13485	0.23524	0.42452	1.0	7342	3	0.13485
SLC7A6OS	5	0.93182	0.93207	1.0	16607	0	0.12488	0.5443	0.68705	1.0	12120	1	0.12488
OSR2	5	0.93187	0.93213	1.0	16608	0	-0.010781	0.45276	0.60833	1.0	10677	1	-0.010781
AK4	3	0.9319	0.93202	1.0	16609	0	0.31859	0.10547	0.19059	1.0	3995	2	0.31859
ANXA13	4	0.93191	0.93159	1.0	16610	0	0.22544	0.11976	0.24984	1.0	4437	2	0.22544
TGS1	5	0.93195	0.9322	1.0	16611	0	1.7756	6.3135e-05	0.00028904	0.05846	88	4	1.7756
CDC42BPA	5	0.93219	0.93242	1.0	16612	0	0.48256	0.03155	0.094641	1.0	1598	4	0.48256
FAM53C	5	0.93227	0.93251	1.0	16613	0	0.24467	0.1186	0.25543	1.0	4395	3	0.24467
ZC3HC1	5	0.93255	0.93279	1.0	16614	0	0.04472	0.52309	0.66848	1.0	11767	2	0.04472
CA5B	5	0.93257	0.93282	1.0	16615	0	0.37325	0.010383	0.037245	0.920879	707	4	0.37325
MST1	4	0.93263	0.9323	1.0	16616	0	0.25643	0.22452	0.36636	1.0	7065	2	0.25643
DHRS4L2	5	0.93263	0.93288	1.0	16617	0	0.16382	0.15372	0.30848	1.0	5319	3	0.16382
AKT2	5	0.93264	0.93289	1.0	16618	0	0.20435	0.034403	0.10202	1.0	1702	3	0.20435
ARHGAP25	5	0.93276	0.933	1.0	16619	0	0.048988	0.27747	0.46413	1.0	8048	2	0.048988
NT5C1A	5	0.93277	0.93301	1.0	16620	0	0.089613	0.12211	0.26064	1.0	4492	2	0.089613
CCL15	5	0.93279	0.93303	1.0	16621	0	0.22627	0.11055	0.24309	1.0	4160	3	0.22627
TMA7	1	0.93289	0.93325	1.0	16622	0	1.0092	0.067114	0.067152	1.0	2897	1	1.0092
MAPK4	5	0.93312	0.93334	1.0	16623	0	0.32096	0.0034968	0.014855	0.743644	348	4	0.32096
OAS3	5	0.93314	0.93336	1.0	16624	0	0.00084592	0.12912	0.27136	1.0	4686	2	0.00084592
ZNF285	5	0.93315	0.93337	1.0	16625	0	0.54379	0.017754	0.058022	1.0	1025	3	0.54379
SELK	5	0.93317	0.93339	1.0	16626	0	0.05096	0.1725	0.33589	1.0	5761	2	0.05096
TMIGD1	5	0.93329	0.93351	1.0	16627	0	0.50114	0.024056	0.074964	1.0	1304	3	0.50114
ARHGEF9	5	0.9333	0.93352	1.0	16628	0	0.015444	0.92575	0.92603	1.0	16559	0	0.015444
ERCC3	5	0.93335	0.93357	1.0	16629	0	0.095341	0.80897	0.82609	1.0	14706	1	0.095341
SLC25A10	5	0.93338	0.9336	1.0	16630	0	0.056668	0.85524	0.85909	1.0	15322	1	0.056668
CLSTN1	5	0.93342	0.93364	1.0	16631	0	0.1839	0.12305	0.26204	1.0	4518	3	0.1839
RGS7	5	0.93356	0.93378	1.0	16632	0	0.33944	0.087794	0.20746	1.0	3492	3	0.33944
MESDC1	5	0.93359	0.93381	1.0	16633	0	0.094324	0.29654	0.47947	1.0	8371	2	0.094324
UBE2S	5	0.93367	0.93388	1.0	16634	0	0.038485	0.80112	0.82109	1.0	14602	1	0.038485
ZNF471	4	0.93373	0.93346	1.0	16635	0	0.20641	0.42654	0.57309	1.0	10256	2	0.20641
C9orf142	5	0.93373	0.93395	1.0	16636	0	-0.013486	0.3722	0.54108	1.0	9462	1	-0.013486
VAMP7	5	0.93376	0.93398	1.0	16637	0	0.21126	0.16028	0.31813	1.0	5477	3	0.21126
ZCCHC7	5	0.93378	0.93399	1.0	16638	0	0.072555	0.025005	0.077454	1.0	1342	2	0.072555
EPS8L3	5	0.93379	0.93401	1.0	16639	0	0.20497	0.1063	0.23651	1.0	4023	3	0.20497
INSRR	5	0.93388	0.93409	1.0	16640	0	-0.026547	0.13944	0.28701	1.0	4966	2	-0.026547
PI3	5	0.93393	0.93415	1.0	16641	0	0.15899	0.1308	0.27391	1.0	4738	2	0.15899
ATP2A1	5	0.93404	0.93426	1.0	16642	0	0.2909	0.083974	0.2013	1.0	3381	3	0.2909
BTBD9	5	0.93406	0.93428	1.0	16643	0	0.24776	0.04085	0.11825	1.0	1926	3	0.24776
ZNF829	5	0.93408	0.93429	1.0	16644	0	-0.061441	0.24355	0.43602	1.0	7519	1	-0.061441
PRM1	2	0.93411	0.934	1.0	16645	0	0.54398	0.034158	0.06215	1.0	1693	2	0.54398
ZBTB16	5	0.93412	0.93434	1.0	16646	0	0.29574	0.067645	0.17517	1.0	2910	3	0.29574
UFSP1	5	0.93421	0.93442	1.0	16647	0	0.0059777	0.12368	0.26302	1.0	4539	2	0.0059777
SIAH3	5	0.93429	0.9345	1.0	16648	0	0.10291	0.56655	0.7068	1.0	12438	2	0.10291
ZNF264	5	0.93434	0.93455	1.0	16649	0	0.15846	0.073226	0.18419	1.0	3073	2	0.15846
DYX1C1	5	0.93434	0.93456	1.0	16650	0	0.32731	0.065569	0.17185	1.0	2851	3	0.32731
TMEM106B	5	0.93436	0.93458	1.0	16651	0	0.21326	0.27972	0.46595	1.0	8077	2	0.21326
C11orf82	5	0.93445	0.93468	1.0	16652	0	0.026937	0.37873	0.54649	1.0	9564	1	0.026937
ZFP36L1	5	0.93447	0.93469	1.0	16653	0	0.16635	0.43981	0.5974	1.0	10479	2	0.16635
ANXA11	5	0.93457	0.93482	1.0	16654	0	0.1445	0.17455	0.33888	1.0	5819	3	0.1445
KRTAP9-9	4	0.93462	0.93436	1.0	16655	0	0.025318	0.2554	0.39781	1.0	7713	1	0.025318
WDR72	5	0.93467	0.93491	1.0	16656	0	0.26348	0.051121	0.14329	1.0	2344	3	0.26348
FAM50A	5	0.93471	0.93494	1.0	16657	0	0.23097	0.13547	0.28092	1.0	4870	2	0.23097
C1QL3	5	0.93474	0.93498	1.0	16658	0	0.25286	0.095813	0.22014	1.0	3719	3	0.25286
ZIC3	5	0.93481	0.93505	1.0	16659	0	0.14072	0.32629	0.5034	1.0	8811	2	0.14072
SPANXN3	4	0.9349	0.93466	1.0	16660	0	0.19398	0.27698	0.41977	1.0	8045	2	0.19398
ZNF442	5	0.93517	0.9354	1.0	16661	0	0.14214	0.79199	0.81553	1.0	14498	1	0.14214
