GENE	sumZ	numObs	normZ	pval_synth	rank_synth	fdr_synth	pval_supp	rank_supp	fdr_supp
CTSF	2.81	5	1.24	0.892	16778	0.957	0.108	1224	0.934
POLD4	3.08	6	1.24	0.892	16779	0.957	0.108	1223	0.934
CYP2D6	3.08	6	1.24	0.892	16780	0.957	0.108	1222	0.934
CAST	2.51	4	1.24	0.892	16781	0.957	0.108	1221	0.934
FRMD3	4.87	15	1.24	0.892	16782	0.957	0.108	1220	0.934
USP28	2.81	5	1.24	0.892	16783	0.957	0.108	1219	0.934
BRD8	2.81	5	1.24	0.892	16784	0.957	0.108	1218	0.934
ROPN1	1.78	2	1.24	0.892	16785	0.957	0.108	1217	0.934
SEPT6	2.82	5	1.24	0.892	16786	0.957	0.108	1216	0.934
CEBPA	2.82	5	1.24	0.892	16787	0.957	0.108	1215	0.934
MS4A12	2.82	5	1.24	0.892	16788	0.957	0.108	1214	0.934
DHRS11	2.82	5	1.24	0.893	16789	0.957	0.107	1213	0.934
SLC2A8	2.82	5	1.24	0.893	16790	0.957	0.107	1212	0.934
PRICKLE4	2.82	5	1.24	0.893	16791	0.957	0.107	1211	0.934
YLPM1	2.82	5	1.24	0.893	16792	0.957	0.107	1210	0.934
TIMM9	2.18	3	1.24	0.893	16793	0.957	0.107	1209	0.934
UBXN10	2.82	5	1.24	0.893	16794	0.957	0.107	1208	0.934
COL3A1	2.82	5	1.24	0.893	16795	0.957	0.107	1207	0.934
MYEOV2	3.34	7	1.24	0.893	16796	0.957	0.107	1206	0.934
PDYN	2.82	5	1.24	0.893	16797	0.957	0.107	1205	0.934
SLC39A12	2.82	5	1.24	0.893	16798	0.957	0.107	1204	0.934
DEFB104B	1.79	2	1.24	0.893	16799	0.957	0.107	1203	0.934
TOP1	2.83	5	1.24	0.893	16800	0.957	0.107	1202	0.934
TPBG	2.83	5	1.24	0.893	16801	0.957	0.107	1201	0.934
TM9SF3	2.53	4	1.24	0.893	16802	0.957	0.107	1200	0.934
GPR179	2.83	5	1.24	0.893	16803	0.957	0.107	1199	0.934
EML2	2.83	5	1.24	0.893	16804	0.957	0.107	1198	0.934
GATM	2.83	5	1.25	0.894	16805	0.957	0.106	1197	0.934
KDSR	2.83	5	1.25	0.894	16806	0.957	0.106	1196	0.934
EPSTI1	2.83	5	1.25	0.894	16807	0.957	0.106	1195	0.934
ZNF263	2.83	5	1.25	0.894	16808	0.957	0.106	1194	0.934
GLCCI1	2.83	5	1.25	0.894	16809	0.957	0.106	1193	0.934
HAS3	2.83	5	1.25	0.894	16810	0.957	0.106	1192	0.934
CHGB	2.83	5	1.25	0.894	16811	0.957	0.106	1191	0.934
FAM69B	2.84	5	1.25	0.894	16812	0.957	0.106	1190	0.934
RHOXF2B	2.20	3	1.25	0.894	16813	0.957	0.106	1189	0.934
KCNH6	2.84	5	1.25	0.894	16814	0.957	0.106	1188	0.934
PTGER3	2.84	5	1.25	0.894	16815	0.957	0.106	1187	0.934
RRP12	2.84	5	1.25	0.894	16816	0.957	0.106	1186	0.934
PDCL2	2.54	4	1.25	0.894	16817	0.957	0.106	1185	0.934
CSTA	1.80	2	1.25	0.894	16818	0.957	0.106	1184	0.934
KLK9	2.84	5	1.25	0.894	16819	0.957	0.106	1183	0.934
TRIML2	2.54	4	1.25	0.894	16820	0.957	0.106	1182	0.934
EXO5	2.84	5	1.25	0.894	16821	0.957	0.106	1181	0.934
MAGEA2B	1.27	1	1.25	0.894	16822	0.957	0.106	1180	0.934
SLC13A1	2.84	5	1.25	0.894	16823	0.957	0.106	1179	0.934
ACAP1	2.84	5	1.25	0.894	16824	0.957	0.106	1178	0.934
GPR108	2.84	5	1.25	0.894	16825	0.957	0.106	1177	0.934
FBXL14	2.84	5	1.25	0.894	16826	0.957	0.106	1176	0.934
CASR	2.84	5	1.25	0.894	16827	0.957	0.106	1175	0.934
PAN3	2.84	5	1.25	0.895	16828	0.957	0.105	1174	0.934
USB1	2.84	5	1.25	0.895	16829	0.957	0.105	1173	0.934
ENDOV	2.85	5	1.25	0.895	16830	0.957	0.105	1172	0.934
ATF7IP2	2.85	5	1.25	0.895	16831	0.957	0.105	1171	0.934
FOXI2	2.85	5	1.25	0.895	16832	0.957	0.105	1170	0.934
LMAN2L	2.85	5	1.25	0.895	16833	0.957	0.105	1169	0.934
CCDC138	2.85	5	1.25	0.895	16834	0.957	0.105	1168	0.934
ATP2A1	2.85	5	1.25	0.895	16835	0.957	0.105	1167	0.934
IRF2BPL	2.85	5	1.25	0.895	16836	0.957	0.105	1166	0.934
ZNF358	2.85	5	1.25	0.895	16837	0.957	0.105	1165	0.934
FOXB1	2.86	5	1.26	0.895	16838	0.957	0.105	1164	0.934
LCN8	2.86	5	1.26	0.895	16839	0.957	0.105	1163	0.934
SLC46A2	2.86	5	1.26	0.895	16840	0.957	0.105	1162	0.934
RGPD1	1.28	1	1.26	0.895	16841	0.957	0.105	1161	0.934
BCL2L12	2.86	5	1.26	0.896	16842	0.957	0.104	1160	0.934
MB21D2	2.86	5	1.26	0.896	16843	0.957	0.104	1159	0.934
TMEM165	2.86	5	1.26	0.896	16844	0.957	0.104	1158	0.934
BSCL2	2.86	5	1.26	0.896	16845	0.957	0.104	1157	0.934
KCNMB2	2.86	5	1.26	0.896	16846	0.957	0.104	1156	0.934
UST	2.86	5	1.26	0.896	16847	0.957	0.104	1155	0.934
TM6SF2	2.86	5	1.26	0.896	16848	0.957	0.104	1154	0.934
DAAM2	2.86	5	1.26	0.896	16849	0.957	0.104	1153	0.934
ZNF839	2.86	5	1.26	0.896	16850	0.957	0.104	1152	0.934
CABLES2	2.87	5	1.26	0.896	16851	0.957	0.104	1151	0.934
ENTHD1	2.87	5	1.26	0.896	16852	0.957	0.104	1150	0.934
REG1A	2.22	3	1.26	0.896	16853	0.957	0.104	1149	0.934
COQ5	2.87	5	1.26	0.896	16854	0.957	0.104	1148	0.934
ABI1	2.87	5	1.26	0.896	16855	0.957	0.104	1147	0.934
CTSB	2.87	5	1.26	0.896	16856	0.957	0.104	1146	0.934
ANKRD23	2.87	5	1.26	0.896	16857	0.957	0.104	1145	0.934
PKP1	2.87	5	1.26	0.896	16858	0.957	0.104	1144	0.934
TINAG	2.87	5	1.26	0.897	16859	0.957	0.103	1143	0.934
RAD17	2.57	4	1.26	0.897	16860	0.957	0.103	1142	0.934
ARPC4-TTLL3	2.57	4	1.26	0.897	16861	0.957	0.103	1141	0.934
TMEM256	2.88	5	1.26	0.897	16862	0.957	0.103	1140	0.934
SPTSSA	2.88	5	1.26	0.897	16863	0.957	0.103	1139	0.934
WAPAL	2.88	5	1.26	0.897	16864	0.957	0.103	1138	0.934
SHB	2.88	5	1.26	0.897	16865	0.957	0.103	1137	0.934
DCAF8	2.88	5	1.26	0.897	16866	0.957	0.103	1136	0.934
AP1S2	2.58	4	1.27	0.897	16867	0.957	0.103	1135	0.934
DMRTA2	2.58	4	1.27	0.897	16868	0.957	0.103	1134	0.934
HIST2H2BE	1.29	1	1.27	0.897	16869	0.957	0.103	1133	0.934
FAM50A	2.88	5	1.27	0.897	16870	0.957	0.103	1132	0.934
QRFP	2.88	5	1.27	0.897	16871	0.957	0.103	1131	0.934
LY86	2.88	5	1.27	0.897	16872	0.957	0.103	1130	0.934
SH2D2A	2.88	5	1.27	0.897	16873	0.957	0.103	1129	0.934
LCN6	2.89	5	1.27	0.898	16874	0.957	0.102	1128	0.934
PAK7	2.89	5	1.27	0.898	16875	0.957	0.102	1127	0.934
HIST1H4E	2.89	5	1.27	0.898	16876	0.957	0.102	1126	0.934
SFMBT2	2.89	5	1.27	0.898	16877	0.957	0.102	1125	0.934
PZP	2.89	5	1.27	0.898	16878	0.958	0.102	1124	0.934
TIGD5	2.89	5	1.27	0.898	16879	0.958	0.102	1123	0.934
SPANXC	1.29	1	1.27	0.898	16880	0.958	0.102	1122	0.934
SLCO5A1	2.89	5	1.27	0.898	16881	0.958	0.102	1121	0.934
CA4	2.59	4	1.27	0.898	16882	0.958	0.102	1120	0.934
RNF149	2.90	5	1.27	0.898	16883	0.958	0.102	1119	0.934
SMIM22	2.90	5	1.27	0.898	16884	0.958	0.102	1118	0.934
TCP11L2	2.90	5	1.27	0.898	16885	0.958	0.102	1117	0.934
CCL5	2.90	5	1.27	0.898	16886	0.958	0.102	1116	0.934
SYCP2	2.90	5	1.27	0.899	16887	0.958	0.101	1115	0.934
CMTM2	2.90	5	1.27	0.899	16888	0.958	0.101	1114	0.934
C6	2.60	4	1.27	0.899	16889	0.958	0.101	1113	0.934
ZNF484	2.60	4	1.27	0.899	16890	0.958	0.101	1112	0.934
GPR26	2.60	4	1.28	0.899	16891	0.958	0.101	1111	0.934
ANKRD11	2.91	5	1.28	0.899	16892	0.958	0.101	1110	0.934
CRY1	2.60	4	1.28	0.899	16893	0.958	0.101	1109	0.934
CORO2A	2.91	5	1.28	0.899	16894	0.958	0.101	1108	0.934
SFT2D2	2.91	5	1.28	0.899	16895	0.958	0.101	1107	0.934
MRPL28	2.91	5	1.28	0.899	16896	0.958	0.101	1106	0.934
RNPS1	2.91	5	1.28	0.899	16897	0.958	0.101	1105	0.934
RGSL1	2.91	5	1.28	0.899	16898	0.958	0.101	1104	0.934
MEDAG	2.61	4	1.28	0.899	16899	0.958	0.101	1103	0.934
ODF3L2	2.91	5	1.28	0.899	16900	0.958	0.101	1102	0.934
RPL11	2.61	4	1.28	0.899	16901	0.958	0.101	1101	0.934
TCP10L2	2.26	3	1.28	0.899	16902	0.958	0.101	1100	0.934
RARG	2.92	5	1.28	0.899	16903	0.958	0.101	1099	0.934
IRX3	2.92	5	1.28	0.9	16904	0.958	0.1	1098	0.934
BCL6	2.92	5	1.28	0.9	16905	0.958	0.1	1097	0.934
CHRFAM7A	2.92	5	1.28	0.9	16906	0.958	0.1	1096	0.934
CDC16	2.92	5	1.28	0.9	16907	0.958	0.1	1095	0.934
MTFMT	2.92	5	1.28	0.9	16908	0.958	0.1	1094	0.934
TGFB2	2.92	5	1.28	0.9	16909	0.958	0.1	1093	0.934
FAM60A	2.92	5	1.28	0.9	16910	0.958	0.1	1092	0.934
LONP2	2.92	5	1.28	0.9	16911	0.958	0.1	1091	0.934
FAM222A	2.92	5	1.28	0.9	16912	0.958	0.1	1090	0.934
ZNF836	2.92	5	1.28	0.9	16913	0.958	0.1	1089	0.934
PEX12	2.92	5	1.28	0.9	16914	0.958	0.1	1088	0.934
ERCC6L	2.92	5	1.28	0.9	16915	0.958	0.1	1087	0.934
ACTN4	2.92	5	1.28	0.9	16916	0.958	0.1	1086	0.934
SLA	4.14	10	1.28	0.9	16917	0.958	0.0999	1085	0.934
USP9X	2.93	5	1.28	0.9	16918	0.958	0.0998	1084	0.934
PTP4A1	2.93	5	1.28	0.9	16919	0.958	0.0998	1083	0.934
KRTCAP3	2.93	5	1.28	0.9	16920	0.958	0.0996	1082	0.934
HDDC2	2.93	5	1.28	0.9	16921	0.958	0.0996	1081	0.934
ZNF497	2.93	5	1.28	0.9	16922	0.958	0.0995	1080	0.934
CACNA1G	2.93	5	1.28	0.901	16923	0.958	0.0995	1079	0.934
COQ3	2.93	5	1.28	0.901	16924	0.958	0.0994	1078	0.934
PAX9	2.93	5	1.28	0.901	16925	0.958	0.0994	1077	0.934
METTL18	2.62	4	1.28	0.901	16926	0.958	0.0994	1076	0.934
VENTX	2.93	5	1.29	0.901	16927	0.958	0.0993	1075	0.934
TTC19	2.93	5	1.29	0.901	16928	0.958	0.0993	1074	0.934
COLEC11	2.94	5	1.29	0.901	16929	0.958	0.0991	1073	0.934
WSB1	2.94	5	1.29	0.901	16930	0.958	0.099	1072	0.934
PTGR1	2.94	5	1.29	0.901	16931	0.958	0.0989	1071	0.934
SBDS	2.94	5	1.29	0.901	16932	0.958	0.0988	1070	0.934
SH2D5	2.94	5	1.29	0.901	16933	0.958	0.0988	1069	0.934
DENND5A	2.94	5	1.29	0.901	16934	0.958	0.0987	1068	0.934
U2AF1L4	2.94	5	1.29	0.901	16935	0.958	0.0987	1067	0.934
SMTN	2.94	5	1.29	0.901	16936	0.958	0.0986	1066	0.934
ASB8	2.94	5	1.29	0.901	16937	0.958	0.0986	1065	0.934
PARP3	2.94	5	1.29	0.901	16938	0.958	0.0986	1064	0.934
MRPS27	2.64	4	1.29	0.902	16939	0.958	0.0985	1063	0.934
MAP3K6	2.95	5	1.29	0.902	16940	0.958	0.0984	1062	0.934
S100Z	2.95	5	1.29	0.902	16941	0.958	0.0984	1061	0.934
CLP1	2.95	5	1.29	0.902	16942	0.958	0.0984	1060	0.934
SARS2	2.95	5	1.29	0.902	16943	0.958	0.0984	1059	0.934
LRRC15	2.95	5	1.29	0.902	16944	0.958	0.0984	1058	0.934
IHH	2.95	5	1.29	0.902	16945	0.958	0.0983	1057	0.934
HSPA2	2.95	5	1.29	0.902	16946	0.958	0.0983	1056	0.934
PRSS42	2.95	5	1.29	0.902	16947	0.958	0.0983	1055	0.934
SPATA33	2.95	5	1.29	0.902	16948	0.958	0.0982	1054	0.934
CDADC1	2.64	4	1.29	0.902	16949	0.958	0.0981	1053	0.934
SUSD1	2.95	5	1.29	0.902	16950	0.958	0.0981	1052	0.934
TECTA	2.95	5	1.29	0.902	16951	0.958	0.0981	1051	0.934
FNDC3B	2.95	5	1.29	0.902	16952	0.958	0.098	1050	0.934
FAM19A3	2.95	5	1.29	0.902	16953	0.958	0.098	1049	0.934
AASDH	2.96	5	1.29	0.902	16954	0.958	0.0978	1048	0.934
NDUFA1	2.29	3	1.30	0.902	16955	0.958	0.0976	1047	0.934
RASGEF1B	2.96	5	1.30	0.902	16956	0.958	0.0976	1046	0.934
GPR31	2.96	5	1.30	0.902	16957	0.958	0.0976	1045	0.934
DIS3	2.96	5	1.30	0.902	16958	0.958	0.0976	1044	0.934
KIR3DL1	2.65	4	1.30	0.902	16959	0.958	0.0976	1043	0.934
RNF122	2.65	4	1.30	0.902	16960	0.958	0.0975	1042	0.934
NPR1	2.96	5	1.30	0.903	16961	0.958	0.0975	1041	0.934
TAL1	2.96	5	1.30	0.903	16962	0.958	0.0974	1040	0.934
SGSM2	2.96	5	1.30	0.903	16963	0.958	0.0972	1039	0.934
IL37	3.75	8	1.30	0.903	16964	0.958	0.0972	1038	0.934
TRIM27	2.97	5	1.30	0.903	16965	0.958	0.097	1037	0.934
FBXO21	2.97	5	1.30	0.903	16966	0.958	0.097	1036	0.934
TRAP1	2.97	5	1.30	0.903	16967	0.958	0.0968	1035	0.934
DYNLL1	2.30	3	1.30	0.903	16968	0.958	0.0967	1034	0.934
TMIGD1	2.97	5	1.30	0.903	16969	0.958	0.0967	1033	0.934
REEP3	2.97	5	1.30	0.903	16970	0.958	0.0967	1032	0.934
TMEM232	2.98	5	1.30	0.904	16971	0.958	0.0964	1031	0.934
NDRG3	2.98	5	1.30	0.904	16972	0.958	0.0964	1030	0.934
DTX1	2.98	5	1.30	0.904	16973	0.958	0.0964	1029	0.934
RTKN	2.98	5	1.30	0.904	16974	0.958	0.0962	1028	0.934
TEKT4	2.31	3	1.30	0.904	16975	0.958	0.0961	1027	0.934
KCNG3	2.98	5	1.30	0.904	16976	0.958	0.0961	1026	0.934
ACTG2	3.27	6	1.31	0.904	16977	0.959	0.0959	1025	0.934
TMEM151A	2.99	5	1.31	0.904	16978	0.959	0.0957	1024	0.934
SLC32A1	2.99	5	1.31	0.904	16979	0.959	0.0956	1023	0.934
SH2D1A	2.99	5	1.31	0.904	16980	0.959	0.0956	1022	0.934
CYP26B1	2.99	5	1.31	0.904	16981	0.959	0.0955	1021	0.934
RHOJ	2.99	5	1.31	0.905	16982	0.959	0.0954	1020	0.934
BTBD9	2.99	5	1.31	0.905	16983	0.959	0.0954	1019	0.934
MED24	2.99	5	1.31	0.905	16984	0.959	0.0954	1018	0.934
DSE	3.00	5	1.31	0.905	16985	0.959	0.0952	1017	0.934
C10orf35	3.00	5	1.31	0.905	16986	0.959	0.0952	1016	0.934
DPYD	3.00	5	1.31	0.905	16987	0.959	0.0952	1015	0.934
MARK4	3.00	5	1.31	0.905	16988	0.959	0.0952	1014	0.934
PATZ1	3.00	5	1.31	0.905	16989	0.959	0.0951	1013	0.934
PAX8	3.00	5	1.31	0.905	16990	0.959	0.0951	1012	0.934
FNDC9	2.68	4	1.31	0.905	16991	0.959	0.0949	1011	0.934
BTBD7	2.68	4	1.31	0.905	16992	0.959	0.0949	1010	0.934
RPS6KC1	3.00	5	1.31	0.905	16993	0.959	0.0948	1009	0.934
GADD45A	3.55	7	1.31	0.905	16994	0.959	0.0948	1008	0.934
TMEM167A	2.69	4	1.31	0.905	16995	0.959	0.0947	1007	0.934
CCNB3	4.03	9	1.31	0.905	16996	0.959	0.0946	1006	0.934
POMT2	3.01	5	1.31	0.905	16997	0.959	0.0946	1005	0.934
CYP4Z1	3.01	5	1.31	0.905	16998	0.959	0.0946	1004	0.934
MTL5	3.01	5	1.31	0.905	16999	0.959	0.0945	1003	0.934
SNTG2	3.01	5	1.31	0.906	17000	0.959	0.0945	1002	0.934
NF2	4.26	10	1.31	0.906	17001	0.959	0.0943	1001	0.934
ACO1	3.01	5	1.31	0.906	17002	0.959	0.0943	1000	0.934
IGSF22	3.01	5	1.32	0.906	17003	0.959	0.0942	999	0.934
C12orf42	3.01	5	1.32	0.906	17004	0.959	0.0941	998	0.934
TMEM105	2.69	4	1.32	0.906	17005	0.959	0.0941	997	0.934
NTSR1	3.02	5	1.32	0.906	17006	0.959	0.0939	996	0.934
CLC	3.02	5	1.32	0.906	17007	0.959	0.0938	995	0.934
MAGED1	3.02	5	1.32	0.906	17008	0.959	0.0938	994	0.934
PCNXL2	3.02	5	1.32	0.906	17009	0.959	0.0938	993	0.934
KRT83	2.34	3	1.32	0.906	17010	0.959	0.0936	992	0.934
C20orf195	3.02	5	1.32	0.906	17011	0.959	0.0935	991	0.934
RABL2A	1.91	2	1.32	0.907	17012	0.959	0.0935	990	0.934
FXYD7	3.02	5	1.32	0.907	17013	0.959	0.0934	989	0.934
FBXO6	3.03	5	1.32	0.907	17014	0.959	0.0932	988	0.934
TLX1NB	3.03	5	1.32	0.907	17015	0.959	0.0932	987	0.934
CXCL6	3.03	5	1.32	0.907	17016	0.959	0.093	986	0.934
ERCC1	3.03	5	1.32	0.907	17017	0.959	0.093	985	0.934
RPS14	1.92	2	1.32	0.907	17018	0.959	0.093	984	0.934
RADIL	3.03	5	1.32	0.907	17019	0.959	0.0929	983	0.934
ZNF266	3.03	5	1.32	0.907	17020	0.959	0.0929	982	0.934
ZIC4	4.50	11	1.32	0.907	17021	0.959	0.0928	981	0.934
STK25	3.03	5	1.32	0.907	17022	0.959	0.0927	980	0.934
GSTT2	2.35	3	1.32	0.907	17023	0.96	0.0926	979	0.934
C14orf105	3.04	5	1.33	0.908	17024	0.96	0.0924	978	0.934
GNA15	3.04	5	1.33	0.908	17025	0.96	0.0924	977	0.934
NRM	3.04	5	1.33	0.908	17026	0.96	0.0922	976	0.934
ESX1	3.04	5	1.33	0.908	17027	0.96	0.0921	975	0.934
RFX6	3.04	5	1.33	0.908	17028	0.96	0.0921	974	0.934
NARFL	2.36	3	1.33	0.908	17029	0.96	0.0921	973	0.934
RMDN1	3.04	5	1.33	0.908	17030	0.96	0.092	972	0.934
BCL2	3.05	5	1.33	0.908	17031	0.96	0.0919	971	0.934
LIME1	3.05	5	1.33	0.908	17032	0.96	0.0919	970	0.934
SSPN	3.61	7	1.33	0.908	17033	0.96	0.0917	969	0.934
SYT12	3.05	5	1.33	0.908	17034	0.96	0.0917	968	0.934
WLS	3.05	5	1.33	0.908	17035	0.96	0.0916	967	0.934
TMEM14E	3.05	5	1.33	0.909	17036	0.96	0.0914	966	0.934
LRRC8B	3.06	5	1.33	0.909	17037	0.96	0.0912	965	0.934
MLLT1	3.06	5	1.33	0.909	17038	0.96	0.0912	964	0.934
MRPL36	3.06	5	1.33	0.909	17039	0.96	0.0911	963	0.934
UBL3	2.74	4	1.33	0.909	17040	0.96	0.091	962	0.934
ZBTB34	3.06	5	1.33	0.909	17041	0.96	0.091	961	0.934
WDR5	3.06	5	1.34	0.909	17042	0.96	0.0908	960	0.934
TM7SF2	3.07	5	1.34	0.909	17043	0.96	0.0907	959	0.934
ZNF713	3.07	5	1.34	0.909	17044	0.96	0.0906	958	0.934
C9orf72	2.74	4	1.34	0.909	17045	0.96	0.0905	957	0.934
A2ML1	3.07	5	1.34	0.91	17046	0.961	0.0904	956	0.934
APBB3	3.07	5	1.34	0.91	17047	0.961	0.0904	955	0.934
NXF3	2.75	4	1.34	0.91	17048	0.961	0.0902	954	0.934
RBMS3	3.07	5	1.34	0.91	17049	0.961	0.0902	953	0.934
BLMH	3.07	5	1.34	0.91	17050	0.961	0.0902	952	0.934
LAMB3	3.07	5	1.34	0.91	17051	0.961	0.0902	951	0.934
MYBPHL	3.08	5	1.34	0.91	17052	0.961	0.09	950	0.934
TSPO	3.08	5	1.34	0.91	17053	0.961	0.09	949	0.934
MPPED1	2.75	4	1.34	0.91	17054	0.961	0.0898	948	0.934
ILVBL	3.08	5	1.34	0.91	17055	0.961	0.0898	947	0.934
CLDND1	3.37	6	1.34	0.91	17056	0.961	0.0898	946	0.934
ABCA3	3.08	5	1.34	0.91	17057	0.961	0.0897	945	0.934
CBX4	3.08	5	1.34	0.91	17058	0.961	0.0895	944	0.934
PPM1M	3.09	5	1.35	0.911	17059	0.961	0.0892	943	0.934
TMEM184C	3.09	5	1.35	0.911	17060	0.961	0.0891	942	0.934
EIF1B	3.09	5	1.35	0.911	17061	0.961	0.089	941	0.934
SIK1	3.10	5	1.35	0.911	17062	0.961	0.0888	940	0.934
COG7	3.10	5	1.35	0.911	17063	0.961	0.0887	939	0.934
DUSP6	3.10	5	1.35	0.911	17064	0.961	0.0887	938	0.934
ZACN	3.10	5	1.35	0.911	17065	0.961	0.0886	937	0.934
NPR3	3.10	5	1.35	0.912	17066	0.961	0.0885	936	0.934
CARF	3.10	5	1.35	0.912	17067	0.961	0.0884	935	0.934
DDX28	3.10	5	1.35	0.912	17068	0.962	0.0883	934	0.934
KLHDC4	3.11	5	1.35	0.912	17069	0.962	0.0882	933	0.934
GSPT2	3.11	5	1.35	0.912	17070	0.962	0.0882	932	0.934
TSR1	3.11	5	1.35	0.912	17071	0.962	0.0881	931	0.934
EIF1AX	3.11	5	1.35	0.912	17072	0.962	0.0879	930	0.934
RPL3L	3.11	5	1.35	0.912	17073	0.962	0.0879	929	0.934
NPDC1	3.11	5	1.35	0.912	17074	0.962	0.0878	928	0.934
CNNM3	3.11	5	1.35	0.912	17075	0.962	0.0878	927	0.934
GNB4	3.11	5	1.35	0.912	17076	0.962	0.0878	926	0.934
ADARB2	3.11	5	1.36	0.912	17077	0.962	0.0877	925	0.934
PITRM1	3.11	5	1.36	0.912	17078	0.962	0.0876	924	0.934
CPLX1	3.12	5	1.36	0.913	17079	0.962	0.0875	923	0.934
ZNF48	3.12	5	1.36	0.913	17080	0.962	0.0874	922	0.934
USPL1	2.79	4	1.36	0.913	17081	0.962	0.0874	921	0.934
PRDM13	3.12	5	1.36	0.913	17082	0.962	0.0874	920	0.934
COL5A3	3.12	5	1.36	0.913	17083	0.962	0.0874	919	0.934
SRPX2	3.12	5	1.36	0.913	17084	0.962	0.0874	918	0.934
MRPS10	3.12	5	1.36	0.913	17085	0.962	0.0873	917	0.934
ECHDC1	5.22	14	1.36	0.913	17086	0.962	0.0873	916	0.934
ANKHD1-EIF4EBP3	3.12	5	1.36	0.913	17087	0.962	0.0871	915	0.934
P2RX5	3.13	5	1.36	0.913	17088	0.962	0.087	914	0.934
PAGE5	2.80	4	1.36	0.913	17089	0.962	0.087	913	0.934
AREL1	3.13	5	1.36	0.913	17090	0.962	0.0869	912	0.934
KANSL1	3.13	5	1.36	0.913	17091	0.962	0.0869	911	0.934
EIF2D	3.13	5	1.36	0.913	17092	0.962	0.0869	910	0.934
KIAA0753	3.13	5	1.36	0.913	17093	0.962	0.0867	909	0.934
COL14A1	3.13	5	1.36	0.913	17094	0.962	0.0866	908	0.934
HIST3H2BB	1.98	2	1.36	0.913	17095	0.962	0.0866	907	0.934
PLGLB1	1.98	2	1.36	0.913	17096	0.962	0.0866	906	0.934
ALOX5	3.13	5	1.36	0.913	17097	0.962	0.0865	905	0.934
FBXO25	3.13	5	1.36	0.914	17098	0.962	0.0865	904	0.934
GRASP	3.13	5	1.36	0.914	17099	0.962	0.0864	903	0.934
TAS2R41	2.81	4	1.36	0.914	17100	0.962	0.0863	902	0.934
ANP32D	2.81	4	1.36	0.914	17101	0.962	0.0863	901	0.934
HIST2H4A	2.43	3	1.36	0.914	17102	0.962	0.0862	900	0.934
TRIM64B	2.81	4	1.36	0.914	17103	0.962	0.0862	899	0.934
CANT1	3.14	5	1.36	0.914	17104	0.962	0.0862	898	0.934
CASP7	3.14	5	1.37	0.914	17105	0.962	0.086	897	0.934
ALG8	3.14	5	1.37	0.914	17106	0.962	0.086	896	0.934
IGFBP2	3.14	5	1.37	0.914	17107	0.962	0.0859	895	0.934
FHOD1	3.14	5	1.37	0.914	17108	0.962	0.0859	894	0.934
RPL18	3.14	5	1.37	0.914	17109	0.962	0.0859	893	0.934
CDKN3	3.14	5	1.37	0.914	17110	0.962	0.0858	892	0.934
KRTAP22-2	1.41	1	1.37	0.914	17111	0.962	0.0858	891	0.934
TAF12	3.15	5	1.37	0.914	17112	0.962	0.0858	890	0.934
DTNB	3.15	5	1.37	0.914	17113	0.962	0.0858	889	0.934
TSSK4	3.15	5	1.37	0.914	17114	0.962	0.0857	888	0.934
SHMT1	3.15	5	1.37	0.915	17115	0.962	0.0855	887	0.934
C22orf43	3.15	5	1.37	0.915	17116	0.962	0.0854	886	0.934
METTL20	3.15	5	1.37	0.915	17117	0.962	0.0854	885	0.934
FBXL8	3.15	5	1.37	0.915	17118	0.962	0.0853	884	0.934
MTRF1L	2.82	4	1.37	0.915	17119	0.962	0.0853	883	0.934
CDC42EP4	3.16	5	1.37	0.915	17120	0.962	0.0851	882	0.934
DNAJC11	3.16	5	1.37	0.915	17121	0.962	0.085	881	0.934
GRM4	3.16	5	1.37	0.915	17122	0.962	0.0847	880	0.934
TMBIM1	3.16	5	1.37	0.915	17123	0.962	0.0847	879	0.934
EHBP1	3.17	5	1.38	0.916	17124	0.962	0.0845	878	0.934
GKN1	3.17	5	1.38	0.916	17125	0.962	0.0844	877	0.934
NUDT16L1	3.17	5	1.38	0.916	17126	0.962	0.0844	876	0.934
SRSF5	3.17	5	1.38	0.916	17127	0.962	0.0844	875	0.934
MBD1	3.17	5	1.38	0.916	17128	0.962	0.0844	874	0.934
YARS	2.83	4	1.38	0.916	17129	0.962	0.0844	873	0.934
METTL21B	3.17	5	1.38	0.916	17130	0.962	0.0843	872	0.934
ST3GAL4	3.17	5	1.38	0.916	17131	0.962	0.0843	871	0.934
NRXN2	3.17	5	1.38	0.916	17132	0.962	0.0841	870	0.934
KRT40	3.17	5	1.38	0.916	17133	0.962	0.0841	869	0.934
DEFB105A	2.46	3	1.38	0.916	17134	0.962	0.084	868	0.934
KCNK6	3.18	5	1.38	0.916	17135	0.962	0.0839	867	0.934
CRISP3	3.18	5	1.38	0.916	17136	0.962	0.0838	866	0.934
PIGV	3.18	5	1.38	0.916	17137	0.962	0.0838	865	0.934
SLC46A3	2.84	4	1.38	0.916	17138	0.962	0.0838	864	0.934
TMED4	3.18	5	1.38	0.916	17139	0.962	0.0837	863	0.934
FNDC4	3.19	5	1.38	0.917	17140	0.963	0.0834	862	0.934
CCDC38	3.19	5	1.38	0.917	17141	0.963	0.0832	861	0.934
ZNF256	3.19	5	1.38	0.917	17142	0.963	0.0832	860	0.934
DPP9	3.19	5	1.38	0.917	17143	0.963	0.083	859	0.934
